# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr  6 04:04:34 2026
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 191939 c,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,28.57974300000,0.00004500000,-0.00004500000,0,0.1752000000,0.0055000000,-0.0050000000,0,3.19500000,0.07500000,-0.07500000,0,0.28503930,0.00669106,-0.00669106,0,8.00000000,1.00000000,-1.00000000,0,0.02517081,0.00314635,-0.00314635,0,Mass,0.034000,0.034000,-0.013000,0,21.0000,1.4000,-1.4000,0,600.00,13.00,-13.00,0,0,G9 V,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,[Fe/H],4.300000,0.100000,-0.100000,0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.60890000,0.07330000,-0.07310000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000,8.7747600,0.0002380,-0.0002380
HD 191939 d,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,38.35303700000,0.00006000000,-0.00006000000,0,0.2132000000,0.0065000000,-0.0061000000,0,2.99500000,0.07000000,-0.07000000,0,0.26719646,0.00624499,-0.00624499,0,2.80000000,0.60000000,-0.60000000,0,0.00880979,0.00188781,-0.00188781,0,Mass,0.031000,0.018000,-0.012000,0,14.3000,1.0000,-1.0000,0,540.00,11.00,-11.00,0,0,G9 V,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,[Fe/H],4.300000,0.100000,-0.100000,0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.60890000,0.07330000,-0.07310000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000,8.7747600,0.0002380,-0.0002380
HD 191939 e,HD 191939,1,6,Radial Velocity,2022,W. M. Keck Observatory,0,101.12000000000,0.13000000000,-0.13000000000,0,0.4070000000,0.0120000000,-0.0120000000,0,13.00000000,,,0,1.16000000,,,0,112.20000000,4.00000000,-4.00000000,0,0.35302068,0.01258541,-0.01258541,0,Msini,0.031000,0.008000,-0.016000,0,3.9000,0.3000,-0.3000,0,390.00,8.00,-8.00,0,0,G9 V,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,[Fe/H],4.300000,0.100000,-0.100000,0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.60890000,0.07330000,-0.07310000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000,8.7747600,0.0002380,-0.0002380
HD 191939 f,HD 191939,1,6,Radial Velocity,2022,W. M. Keck Observatory,0,2898.00000000000,152.00000000000,-152.00000000000,0,3.7100000000,0.1300000000,-0.1300000000,0,13.20000000,,,0,1.18000000,,,0,915.34581216,82.63538582,-82.63538582,0,2.88000000,0.26000000,-0.26000000,0,Msini,0.000000,,,0,,,,,125.00,,,1,0,G9 V,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,[Fe/H],4.300000,0.100000,-0.100000,0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.60890000,0.07330000,-0.07310000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000,8.7747600,0.0002380,-0.0002380
HD 191939 g,HD 191939,1,6,Radial Velocity,2022,Multiple Observatories,0,284.00000000000,10.00000000000,-8.00000000000,0,0.8120000000,0.0280000000,-0.0280000000,0,3.74000000,,,0,0.33400000,,,0,13.50000000,2.00000000,-2.00000000,0,0.04247575,0.00629270,-0.00629270,0,Msini,0.030000,0.025000,-0.011000,0,0.9900,0.0800,-0.0800,0,278.00,6.00,-6.00,0,0,G9 V,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,[Fe/H],4.300000,0.100000,-0.100000,0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.60890000,0.07330000,-0.07310000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000,8.7747600,0.0002380,-0.0002380
HD 192263 b,HD 192263,1,1,Radial Velocity,1999,La Silla Observatory,0,24.35560000000,0.00460000000,-0.00460000000,0,0.1500000000,0.0000000000,0.0000000000,0,14.20000000,,,0,1.26000000,,,0,177.98480000,15.89150000,-15.89150000,0,0.56000000,0.05000000,-0.05000000,0,Msini,0.050000,0.040000,-0.040000,0,,,,,486.00,,,0,0,K2 V,4976.00,18.00,-18.00,0,0.740000,0.010000,-0.010000,0,0.660000,0.080000,-0.080000,0,0.0300,,,0,[Fe/H],4.510000,0.050000,-0.050000,0,20h13m59.78s,303.4990864,-00d51m56.73s,-0.8657574,19.63590000,0.02180000,-0.02170000,7.7900000,0.0300000,-0.0300000,5.5370000,0.0230000,-0.0230000,7.4955800,0.0005780,-0.0005780
HD 192310 b,HD 192310,1,2,Radial Velocity,2011,La Silla Observatory,0,74.72000000000,0.10000000000,-0.10000000000,0,0.3200000000,0.0050000000,-0.0050000000,0,4.27000000,,,0,0.38100000,,,0,16.90000000,0.90000000,-0.90000000,0,0.05320000,0.00280000,-0.00280000,0,Msin(i)/sin(i),0.130000,0.040000,-0.040000,0,,,,,355.00,,,0,0,K3V,5166.00,49.00,-49.00,0,0.857922,0.015566,-0.015566,0,0.800000,,,0,-0.0400,0.0300,-0.0300,0,[Fe/H],4.510000,0.090000,-0.090000,0,20h15m18.83s,303.8284712,-27d02m01.52s,-27.0337556,8.79687000,0.00925000,-0.00924000,5.7300000,0.0300000,-0.0300000,3.5010000,0.2320000,-0.2320000,5.4766100,0.0019526,-0.0019526
HD 192310 c,HD 192310,1,2,Radial Velocity,2011,La Silla Observatory,0,525.80000000000,9.20000000000,-9.20000000000,0,1.1800000000,0.0250000000,-0.0250000000,0,5.25000000,,,0,0.46900000,,,0,24.00000000,5.00000000,-5.00000000,0,0.07600000,0.01600000,-0.01600000,0,Msin(i)/sin(i),0.320000,0.110000,-0.110000,0,,,,,185.00,,,0,0,K3V,5166.00,49.00,-49.00,0,0.857922,0.015566,-0.015566,0,0.800000,,,0,-0.0400,0.0300,-0.0300,0,[Fe/H],4.510000,0.090000,-0.090000,0,20h15m18.83s,303.8284712,-27d02m01.52s,-27.0337556,8.79687000,0.00925000,-0.00924000,5.7300000,0.0300000,-0.0300000,3.5010000,0.2320000,-0.2320000,5.4766100,0.0019526,-0.0019526
HD 192699 b,HD 192699,1,1,Radial Velocity,2007,Lick Observatory,0,340.94000000000,0.92000000000,-0.92000000000,0,1.0630000000,0.0490000000,-0.0490000000,0,13.40000000,,,0,1.19000000,,,0,666.17168000,29.55819000,-29.55819000,0,2.09600000,0.09300000,-0.09300000,0,Msini,0.082000,0.041000,-0.041000,0,,,,,,,,,0,G8 IV,5041.00,,,0,4.410000,,,0,1.380000,,,0,-0.1500,0.0400,-0.0400,0,[Fe/H],3.250000,,,0,20h16m05.96s,304.0248392,+04d34m50.05s,4.5805708,71.86270000,0.26670000,-0.26670000,6.4559100,0.0230000,-0.0230000,4.3660000,0.0260000,-0.0260000,6.2108500,0.0004779,-0.0004779
HD 194490 b,HD 194490,1,1,Radial Velocity,2022,Multiple Observatories,0,13092.18348000000,3494.64637000000,-2509.99734000000,0,11.1160000000,2.0070000000,-1.5110000000,0,12.40000000,,,0,1.11000000,,,0,3561.90295725,560.64930995,-422.39395290,0,11.20700000,1.76400000,-1.32900000,0,Mass,0.251000,0.105000,-0.094000,0,,,,,,,,,0,,5861.32,115.94,-108.86,0,1.149110,0.052812,-0.047696,0,1.060000,0.128000,-0.128000,0,0.0800,0.0600,-0.0600,0,[M/H],4.342650,0.074766,-0.072224,0,20h27m59.52s,306.9980087,-51d39m52.07s,-51.6644646,80.23490000,0.24960000,-0.24800000,8.9900000,0.0300000,-0.0300000,7.5330000,0.0330000,-0.0330000,8.8273100,0.0003450,-0.0003450
HD 195019 b,HD 195019,2,1,Radial Velocity,1998,Lick Observatory,0,18.20132000000,0.00039000000,-0.00039000000,0,0.1400000000,0.0000000000,0.0000000000,0,13.00000000,,,0,1.16000000,,,0,1264.96340000,54.03110000,-54.03110000,0,3.98000000,0.17000000,-0.17000000,0,Msini,0.010000,0.000000,0.000000,0,,,,,,,,,0,G3 IV-V,5751.00,21.00,-21.00,0,1.480000,0.030000,-0.030000,0,1.210000,0.080000,-0.080000,0,0.0500,,,0,[Fe/H],4.180000,0.020000,-0.020000,0,20h28m19.02s,307.0792427,+18d46m09.30s,18.7692509,37.66810000,0.06690000,-0.06670000,6.8759100,0.0230000,-0.0230000,5.2560000,0.0160000,-0.0160000,6.7291100,0.0002470,-0.0002470
HD 196050 b,HD 196050,3,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1392.00000000000,4.00000000000,-4.00000000000,0,2.6500000000,0.0300000000,-0.0300000000,0,12.90000000,,,0,1.15000000,,,0,1493.79351290,254.26272560,-254.26272560,0,4.70000000,0.80000000,-0.80000000,0,Mass,0.200000,0.010000,-0.010000,0,,,,,,,,,0,G3 V,5879.00,28.00,-28.00,0,1.420000,0.030000,-0.030000,0,1.270000,0.060000,-0.060000,0,0.2290,0.0300,-0.0300,0,[Fe/H],4.250000,0.050000,-0.050000,0,20h37m51.31s,309.4637796,-60d38m05.15s,-60.6347649,50.67420000,0.10210000,-0.10170000,7.5000000,0.0300000,-0.0300000,6.0340000,0.0270000,-0.0270000,7.3407000,0.0001770,-0.0001770
HD 196067 b,HD 196067,2,2,Radial Velocity,2012,La Silla Observatory,0,3413.70000000000,10.50000000000,-10.50000000000,0,4.7100000000,0.1100000000,-0.1000000000,0,12.40000000,,,0,1.11000000,,,0,3623.24383980,508.52545120,-508.52545120,0,11.40000000,1.60000000,-1.60000000,0,Mass,0.562920,0.007030,-0.007030,0,,,,,,,,,0,G0 V,6072.00,83.00,-76.00,0,1.710000,0.030000,-0.040000,0,1.160000,0.130000,-0.090000,0,0.2130,0.0420,-0.0420,0,[Fe/H],4.090000,0.020000,-0.020000,0,20h41m44.74s,310.4364195,-75d21m05.40s,-75.3514992,39.93460000,0.04600000,-0.04600000,6.5100000,0.0300000,-0.0300000,5.0800000,0.0160000,-0.0160000,6.3300900,0.0003875,-0.0003875
HD 196067 c,HD 196067,2,2,Radial Velocity,2025,La Silla Observatory,0,4.60108800000,0.00019200000,-0.00019200000,0,,,,,3.21000000,,,0,0.28600000,,,0,10.40000000,1.39000000,-1.39000000,0,0.03272206,0.00437343,-0.00437343,0,Msini,0.235000,0.118000,-0.118000,0,,,,,,,,,0,G0 V,6072.00,83.00,-76.00,0,1.710000,0.030000,-0.040000,0,1.160000,0.130000,-0.090000,0,0.2130,0.0420,-0.0420,0,[Fe/H],4.090000,0.020000,-0.020000,0,20h41m44.74s,310.4364195,-75d21m05.40s,-75.3514992,39.93460000,0.04600000,-0.04600000,6.5100000,0.0300000,-0.0300000,5.0800000,0.0160000,-0.0160000,6.3300900,0.0003875,-0.0003875
HD 19615 b,HD 19615,1,1,Radial Velocity,2022,Bohyunsan Optical Astronomical Observatory,0,402.00000000000,2.00000000000,-2.00000000000,0,1.1000000000,0.1000000000,-0.1000000000,0,12.60000000,,,0,1.12000000,,,0,2701.54145950,222.47988490,-222.47988490,0,8.50000000,0.70000000,-0.70000000,0,Msini,0.200000,0.100000,-0.100000,0,,,,,,,,,0,K0,4263.00,38.00,-38.00,0,32.300000,0.900000,-0.900000,0,1.100000,0.100000,-0.100000,0,-0.3100,0.1100,-0.1100,0,[Fe/H],1.400000,0.100000,-0.100000,0,03h15m07.52s,48.7813299,+73d52m04.85s,73.8680150,265.15500000,1.82300000,-1.79900000,6.5559400,0.0230000,-0.0230000,3.0620000,0.3240000,-0.3240000,6.0201200,0.0007888,-0.0007888
HD 196885 A b,HD 196885 A,2,1,Radial Velocity,2007,Haute-Provence Observatory,0,1333.00000000000,15.00000000000,-15.00000000000,0,2.3700000000,0.0200000000,-0.0200000000,0,13.20000000,,,0,1.18000000,,,0,819.97000000,50.85000000,-50.85000000,0,2.58000000,0.16000000,-0.16000000,0,Msini,0.480000,0.060000,-0.060000,0,,,,,,,,,0,F8 V,6254.00,44.00,-44.00,0,1.310000,0.050000,-0.050000,0,1.280000,0.050000,-0.050000,0,0.2200,0.0400,-0.0400,0,[Fe/H],4.310000,0.100000,-0.100000,0,20h39m51.95s,309.9664609,+11d15m00.08s,11.2500236,34.16920000,0.05730000,-0.05700000,6.3967700,0.0230000,-0.0230000,5.0720000,0.0180000,-0.0180000,6.2614100,0.0004207,-0.0004207
HD 197037 b,HD 197037,2,1,Radial Velocity,2012,McDonald Observatory,0,1035.70000000000,13.00000000000,-13.00000000000,0,2.0700000000,0.0500000000,-0.0500000000,0,13.90000000,,,0,1.24000000,,,0,251.00000000,16.00000000,-16.00000000,0,0.79000000,0.05000000,-0.05000000,0,Msini,0.220000,0.070000,-0.070000,0,,,,,,,,,0,F7 V,6150.00,100.00,-100.00,0,1.105000,0.023000,-0.023000,0,1.110000,,,0,-0.2000,0.0600,-0.0600,0,[Fe/H],4.400000,0.120000,-0.120000,0,20h39m32.87s,309.8869681,+42d14m51.33s,42.2475930,33.19440000,0.02910000,-0.02910000,6.8229400,0.0230000,-0.0230000,5.4880000,0.0180000,-0.0180000,6.6710600,0.0002590,-0.0002590
HD 199509 b,HD 199509,1,1,Radial Velocity,2022,Multiple Observatories,0,99.62167000000,0.14198000000,-0.09430000000,0,0.4260000000,0.0180000000,-0.0190000000,0,7.43000000,,,0,0.66300000,,,0,43.22466335,3.81394088,-5.08525451,0,0.13600000,0.01200000,-0.01600000,0,Msini,0.373000,0.090000,-0.087000,0,,,,,,,,,0,G3V,5796.02,117.02,-96.14,0,0.920000,0.030000,-0.030000,0,1.040000,0.136000,-0.136000,0,-0.3075,0.0281,-0.0281,0,[M/H],4.510000,0.030000,-0.030000,0,21h09m22.70s,317.3445632,-82d01m38.97s,-82.0274926,24.30560000,0.02040000,-0.02040000,6.9800000,0.0300000,-0.0300000,5.4250000,0.0160000,-0.0160000,6.8170000,0.0002350,-0.0002350
HD 19994 b,HD 19994,3,1,Radial Velocity,2003,La Silla Observatory,0,466.20000000000,1.70000000000,-1.70000000000,0,1.3050000000,0.0160000000,-0.0160000000,0,13.60000000,,,0,1.21000000,,,0,435.41000000,38.14000000,-38.14000000,0,1.37000000,0.12000000,-0.12000000,0,Msini,0.063000,0.062000,-0.062000,0,,,,,,,,,0,F8 V,6188.00,44.00,-44.00,0,1.796470,0.090305,-0.096810,0,1.365000,0.042000,-0.042000,0,0.2700,0.0300,-0.0300,0,[Fe/H],4.290000,,,0,03h12m46.64s,48.1943193,-01d11m47.02s,-1.1963955,22.52420000,0.10420000,-0.10330000,5.0634500,0.0230000,-0.0230000,3.7480000,0.2360000,-0.2360000,4.9303800,0.0048606,-0.0048606
HD 20003 b,HD 20003,1,2,Radial Velocity,2019,La Silla Observatory,0,11.84820000000,0.00160000000,-0.00170000000,0,0.0974000000,0.0034000000,-0.0039000000,0,3.43000000,,,0,0.30600000,,,0,11.66000000,1.04000000,-1.06000000,0,0.03670000,0.00330000,-0.00330000,0,Msini,0.360000,0.050000,-0.050000,0,,,,,,,,,0,G8 V,5494.00,27.00,-27.00,0,0.921637,0.047725,-0.015850,0,0.875000,,,0,0.0400,0.0200,-0.0200,0,[Fe/H],4.410000,0.050000,-0.050000,0,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.83160000,0.04990000,-0.04980000,8.3900000,0.0300000,-0.0300000,6.6470000,0.0200000,-0.0200000,8.1918400,0.0002370,-0.0002370
HD 20003 c,HD 20003,1,2,Radial Velocity,2019,La Silla Observatory,0,33.92390000000,0.02390000000,-0.02660000000,0,0.1964000000,0.0068000000,-0.0078000000,0,3.89000000,,,0,0.34700000,,,0,14.44000000,1.47000000,-1.39000000,0,0.04540000,0.00460000,-0.00440000,0,Msini,0.100000,0.080000,-0.070000,0,,,,,,,,,0,G8 V,5494.00,27.00,-27.00,0,0.921637,0.047725,-0.015850,0,0.875000,,,0,0.0400,0.0200,-0.0200,0,[Fe/H],4.410000,0.050000,-0.050000,0,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.83160000,0.04990000,-0.04980000,8.3900000,0.0300000,-0.0300000,6.6470000,0.0200000,-0.0200000,8.1918400,0.0002370,-0.0002370
HD 200964 b,HD 200964,1,2,Radial Velocity,2010,Lick Observatory,0,606.30000000000,3.80000000000,-3.80000000000,0,1.5650000000,0.0830000000,-0.0830000000,0,13.50000000,,,0,1.21000000,,,0,508.21017000,21.29461000,-21.29461000,0,1.59900000,0.06700000,-0.06700000,0,Msini,0.087000,0.035000,-0.035000,0,,,,,,,,,0,G8 IV,4982.00,,,0,4.920000,,,0,1.390000,,,0,-0.1500,0.0400,-0.0400,0,[Fe/H],3.220000,,,0,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.59220000,0.24155000,-0.24155000,6.4860500,0.0230000,-0.0230000,4.2860000,0.0150000,-0.0150000,6.2372300,0.0006540,-0.0006540
HD 200964 c,HD 200964,1,2,Radial Velocity,2010,Lick Observatory,0,852.50000000000,7.10000000000,-7.10000000000,0,1.9600000000,0.1000000000,-0.1000000000,0,13.70000000,,,0,1.22000000,,,0,385.84562000,22.88376000,-22.88376000,0,1.21400000,0.07200000,-0.07200000,0,Msini,0.243000,0.047000,-0.047000,0,,,,,,,,,0,G8 IV,4982.00,,,0,4.920000,,,0,1.390000,,,0,-0.1500,0.0400,-0.0400,0,[Fe/H],3.220000,,,0,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.59220000,0.24155000,-0.24155000,6.4860500,0.0230000,-0.0230000,4.2860000,0.0150000,-0.0150000,6.2372300,0.0006540,-0.0006540
HD 202206 c,HD 202206,2,1,Radial Velocity,2004,La Silla Observatory,0,1260.00000000000,11.00000000000,-11.00000000000,0,2.4100000000,,,0,12.20000000,,,0,1.08000000,,,0,5689.15700000,921.70700000,-572.09400000,0,17.90000000,2.90000000,-1.80000000,0,Mass,0.220000,0.030000,-0.030000,0,,,,,,,,,0,G6 V,5766.00,,,0,1.040000,0.010000,-0.010000,0,1.070000,0.080000,-0.080000,0,0.3000,0.1000,-0.1000,0,[Fe/H],4.500000,0.100000,-0.100000,0,21h14m57.73s,318.7405221,-20d47m23.02s,-20.7897284,45.96650000,0.13910000,-0.13830000,8.0800000,0.0300000,-0.0300000,6.4850000,0.0230000,-0.0230000,7.9105100,0.0002920,-0.0002920
HD 202696 b,HD 202696,1,2,Radial Velocity,2019,W. M. Keck Observatory,0,517.80000000000,8.90000000000,-3.90000000000,0,1.5660000000,0.0160000000,-0.0070000000,0,,,,,,,,,634.38868000,69.92260000,-31.78300000,-1,1.99600000,0.22000000,-0.10000000,-1,Mass,0.011000,0.078000,-0.011000,0,,,,,,,,,0,K0 III-IV,5040.00,71.00,-85.00,0,6.430000,0.410000,-0.390000,0,1.910000,0.090000,-0.140000,0,0.0200,0.0400,-0.0400,0,[Fe/H],3.110000,0.070000,-0.070000,0,21h16m54.01s,319.2250346,+27d15m29.81s,27.2582799,188.54600000,1.58700000,-1.56200000,8.2300000,0.0300000,-0.0300000,5.8770000,0.0200000,-0.0200000,7.9592900,0.0003160,-0.0003160
HD 202696 c,HD 202696,1,2,Radial Velocity,2019,W. M. Keck Observatory,0,946.60000000000,20.70000000000,-20.90000000000,0,2.3420000000,0.0340000000,-0.0350000000,0,,,,,,,,,592.43512000,56.25591000,-72.14741000,-1,1.86400000,0.17700000,-0.22700000,-1,Mass,0.028000,0.065000,-0.012000,0,,,,,,,,,0,K0 III-IV,5040.00,71.00,-85.00,0,6.430000,0.410000,-0.390000,0,1.910000,0.090000,-0.140000,0,0.0200,0.0400,-0.0400,0,[Fe/H],3.110000,0.070000,-0.070000,0,21h16m54.01s,319.2250346,+27d15m29.81s,27.2582799,188.54600000,1.58700000,-1.56200000,8.2300000,0.0300000,-0.0300000,5.8770000,0.0200000,-0.0200000,7.9592900,0.0003160,-0.0003160
